,Store_Name,Store_ID
9506,PHC Kauli de-addiction,99904770
9507,PHC Kauli Dental Department,99906060
9508,PHC Kauli Emergency,99902539
9509,PHC Kauli EPI Wing,99907894
9510,PHC Kauli Eye Department,99907186
9511,PHC Kauli Eye OT,99904313
9512,PHC Kauli Female Ward,99908751
9513,PHC Kauli General OT,99907512
9514,PHC Kauli HWC,99909239
9515,PHC Kauli ICTC,99904597
9516,PHC Kauli Lab Department,99906761
9517,PHC Kauli Labor Room,99905485
9518,PHC Kauli Male Ward,99903451
9519,PHC Kauli OOAT Center,99913905
9520,PHC Kauli OOAT Center OPD,99914274
9521,PHC Kauli PP Unit,99908876
9522,PHC Kauli SHC,99909706
9523,PHC Kauli Sub Centre,99902959
9524,PHC Kauli Ultrasound,99906749
9525,PHC Kauli Ward,99902329
9526,PHC Kauli x-ray Department,99905226
9527,PHC KAUNKEKALAN OOAT Center,99913942
9528,PHC Khai Pheme Ke de-addiction,99903879
9529,PHC Khai Pheme Ke Dental Department,99905887
9530,PHC Khai Pheme Ke Emergency,99902403
9531,PHC Khai Pheme Ke EPI Wing,99907768
9532,PHC Khai Pheme Ke Eye Department,99906935
9533,PHC Khai Pheme Ke Eye OT,99904187
9534,PHC Khai Pheme Ke Female Ward,99908625
9535,PHC Khai Pheme Ke General OT,99907390
9536,PHC Khai Pheme Ke ICTC,99904505
9537,PHC Khai Pheme Ke Lab Department,99906323
9538,PHC Khai Pheme Ke Labor Room,99905382
9539,PHC Khai Pheme Ke Male Ward,99903326
9540,PHC Khai Pheme Ke PP Unit,99908307
9541,PHC Khai Pheme Ke Sub Centre,99902823
9542,PHC Khai Pheme Ke Ultrasound,99906670
9543,PHC Khai Pheme Ke Ward,99902193
9544,PHC Khai Pheme Ke x-ray Department,99904865
9545,PHC Khalchian OOAT Center,99913773
9546,PHC Khanauri Kalan de-addiction,99904763
9547,PHC Khanauri Kalan Dental Department,99906053
9548,PHC Khanauri Kalan Emergency,99902552
9549,PHC Khanauri Kalan EPI Wing,99907887
9550,PHC Khanauri Kalan Eye Department,99907179
9551,PHC Khanauri Kalan Eye OT,99904306
9552,PHC Khanauri Kalan Female Ward,99908744
9553,PHC Khanauri Kalan General OT,99907505
9554,PHC Khanauri Kalan ICTC,99904590
9555,PHC Khanauri Kalan Lab Department,99906416
9556,PHC Khanauri Kalan Labor Room,99905478
9557,PHC Khanauri Kalan Male Ward,99903444
9558,PHC Khanauri Kalan PP Unit,99908869
9559,PHC Khanauri Kalan Sub Centre,99902972
9560,PHC Khanauri Kalan Ultrasound,99903819
9561,PHC Khanauri Kalan Ward,99902342
9562,PHC Khanauri Kalan x-ray Department,99904402
9563,PHC Khandoor Sahib,99901399
9564,PHC Khandoor Sahib de-addiction,99904674
9565,PHC Khandoor Sahib Dental Department,99905916
9566,PHC Khandoor Sahib Emergency,99902441
9567,PHC Khandoor Sahib EPI Wing,99907798
9568,PHC Khandoor Sahib Eye Department,99906964
9569,PHC Khandoor Sahib Eye OT,99904217
9570,PHC Khandoor Sahib Female Ward,99908655
9571,PHC Khandoor Sahib General OT,99907420
9572,PHC Khandoor Sahib ICTC,99904535
9573,PHC Khandoor Sahib Lab Department,99906354
9574,PHC Khandoor Sahib Labor Room,99905411
9575,PHC Khandoor Sahib Male Ward,99903355
9576,PHC Khandoor Sahib OPD,99902651
9577,PHC Khandoor Sahib PP Unit,99908337
9578,PHC Khandoor Sahib Sub Centre,99902861
9579,PHC Khandoor Sahib Ultrasound,99906699
9580,PHC Khandoor Sahib Ward,99902231
9581,PHC Khandoor Sahib x-ray Department,99905145
9582,PHC Khan Pur Khuhi de-addiction,99904754
9583,PHC Khan Pur Khuhi Dental Department,99906044
9584,PHC Khan Pur Khuhi Emergency,99902545
9585,PHC Khan Pur Khuhi EPI Wing,99907878
9586,PHC Khan Pur Khuhi Eye Department,99907170
9587,PHC Khan Pur Khuhi Eye OT,99904297
9588,PHC Khan Pur Khuhi Female Ward,99908735
9589,PHC Khan Pur Khuhi General OT,99907496
9590,PHC Khan Pur Khuhi ICTC,99903858
9591,PHC Khan Pur Khuhi Lab Department,99906407
9592,PHC Khan Pur Khuhi Labor Room,99905469
9593,PHC Khan Pur Khuhi Male Ward,99903435
9594,PHC Khan Pur Khuhi PP Unit,99908860
9595,PHC Khan Pur Khuhi Sub Centre,99902965
9596,PHC Khan Pur Khuhi Ultrasound,99903810
9597,PHC Khan Pur Khuhi Ward,99902335
9598,PHC Khan Pur Khuhi x-ray Department,99904393
9599,PHC Kheowali Dhab de-addiction,99903890
9600,PHC Kheowali Dhab Dental Department,99905898
9601,PHC Kheowali Dhab Emergency,99902413
9602,PHC Kheowali Dhab EPI Wing,99907779
9603,PHC Kheowali Dhab Eye Department,99906946
9604,PHC Kheowali Dhab Eye OT,99904198
9605,PHC Kheowali Dhab Female Ward,99908636
9606,PHC Kheowali Dhab General OT,99907401
9607,PHC Kheowali Dhab ICTC,99904516
9608,PHC Kheowali Dhab Lab Department,99906334
9609,PHC Kheowali Dhab Labor Room,99905393
9610,PHC Kheowali Dhab Male Ward,99903337
9611,PHC Kheowali Dhab OOAT Center,99913813
9612,PHC Kheowali Dhab PP Unit,99908318
9613,PHC Kheowali Dhab Sub Centre,99902833
9614,PHC Kheowali Dhab Ultrasound,99906681
9615,PHC Kheowali Dhab Ward,99902203
9616,PHC Kheowali Dhab x-ray Department,99905127
9617,PHC Khera Gajju de-addiction,99904748
9618,PHC Khera Gajju Dental Department,99906038
9619,PHC Khera Gajju Emergency,99902531
9620,PHC Khera Gajju EPI Wing,99907872
9621,PHC Khera Gajju Eye Department,99907164
9622,PHC Khera Gajju Eye OT,99904291
9623,PHC Khera Gajju Female Ward,99908729
9624,PHC Khera Gajju General OT,99907490
9625,PHC Khera Gajju ICTC,99903852
9626,PHC Khera Gajju Lab Department,99906401
9627,PHC Khera Gajju Labor Room,99905463
9628,PHC Khera Gajju Male Ward,99903429
9629,PHC Khera Gajju PP Unit,99908854
9630,PHC Khera Gajju Sub Centre,99902951
9631,PHC Khera Gajju Ultrasound,99903804
9632,PHC Khera Gajju Ward,99902321
9633,PHC Khera Gajju x-ray Department,99906816
9634,PHC Khijargarh,99909827
9635,PHC Khijrabad de-addiction,99904734
9636,PHC Khijrabad Dental Department,99906024
9637,PHC Khijrabad Emergency,99902520
9638,PHC Khijrabad EPI Wing,99907858
9639,PHC Khijrabad Eye Department,99907150
9640,PHC Khijrabad Eye OT,99904277
9641,PHC Khijrabad Female Ward,99908715
9642,PHC Khijrabad General OT,99907476
9643,PHC Khijrabad ICTC,99903838
9644,PHC Khijrabad Lab Department,99906387
9645,PHC Khijrabad Labor Room,99905985
9646,PHC Khijrabad Male Ward,99903415
9647,PHC Khijrabad OOAT Center,99913856
9648,PHC Khijrabad PP Unit,99908392
9649,PHC Khijrabad Sub Centre,99902940
9650,PHC Khijrabad Ultrasound,99903790
9651,PHC Khijrabad Ward,99902310
9652,PHC Khijrabad x-ray Department,99906802
9653,PHC Khilchian Sub Centre,99914248
9654,PHC Khokri Kalan OOAT Center,99913864
9655,PHC Khuban,99912412
9656,PHC Khunkhun Kalan OOAT Center,99913888
9657,PHC Khural Garh,99910304
9658,PHC Killianwali,99910117
9659,PHC Killian Wali OOAT Center,99913811
9660,PHC Kiratpur Sahib de-addiction,99904769
9661,PHC Kiratpur Sahib Dental Department,99906059
9662,PHC Kiratpur Sahib Emergency,99902548
9663,PHC Kiratpur Sahib EPI Wing,99907893
9664,PHC Kiratpur Sahib Eye Department,99907185
9665,PHC Kiratpur Sahib Eye OT,99904312
9666,PHC Kiratpur Sahib Female Ward,99908750
9667,PHC Kiratpur Sahib General OT,99907511
9668,PHC Kiratpur Sahib ICTC,99904596
9669,PHC Kiratpur Sahib Lab Department,99906760
9670,PHC Kiratpur Sahib Labor Room,99905484
9671,PHC Kiratpur Sahib Male Ward,99903450
9672,PHC Kiratpur Sahib OOAT Center,99913840
9673,PHC Kiratpur Sahib PP Unit,99908875
9674,PHC Kiratpur Sahib Sub Centre,99902968
9675,PHC Kiratpur Sahib Ultrasound,99906748
9676,PHC Kiratpur Sahib Ward,99902338
9677,PHC Kiratpur Sahib x-ray Department,99905225
9678,PHC Kirtowal de-addiction,99903907
9679,PHC Kirtowal Dental Department,99905914
9680,PHC Kirtowal Emergency,99902436
9681,PHC Kirtowal EPI Wing,99907796
9682,PHC Kirtowal Eye Department,99906962
9683,PHC Kirtowal Eye OT,99904215
9684,PHC Kirtowal Female Ward,99908653
9685,PHC Kirtowal General OT,99907418
9686,PHC Kirtowal ICTC,99904533
9687,PHC Kirtowal Lab Department,99906352
9688,PHC Kirtowal Labor Room,99905409
9689,PHC Kirtowal Male Ward,99903353
9690,PHC Kirtowal OOAT Center,99913879
9691,PHC Kirtowal PP Unit,99908335
9692,PHC Kirtowal Sub Centre,99902856
9693,PHC Kirtowal Ultrasound,99906697
9694,PHC Kirtowal Ward,99902226
9695,PHC Kirtowal x-ray Department,99905143
9696,PHC Kishan Pur Kalan de-addiction,99904706
9697,PHC Kishan Pur Kalan Dental Department,99905996
9698,PHC Kishan Pur Kalan Emergency,99902480
9699,PHC Kishan Pur Kalan EPI Wing,99907830
9700,PHC Kishan Pur Kalan Eye Department,99907122
9701,PHC Kishan Pur Kalan Eye OT,99904249
9702,PHC Kishan Pur Kalan Female Ward,99908687
9703,PHC Kishan Pur Kalan General OT,99907448
9704,PHC Kishan Pur Kalan ICTC,99904567
9705,PHC Kishan Pur Kalan Lab Department,99905600
9706,PHC Kishan Pur Kalan Labor Room,99905446
9707,PHC Kishan Pur Kalan Male Ward,99903387
9708,PHC Kishan Pur Kalan OOAT Center,99913868
9709,PHC Kishan Pur Kalan PP Unit,99908371
9710,PHC Kishan Pur Kalan Sub Centre,99902900
9711,PHC Kishan Pur Kalan Ultrasound,99906731
9712,PHC Kishan Pur Kalan Ward,99902270
9713,PHC Kishan Pur Kalan x-ray Department,99905198
9714,PHC Kot Badal Khan   OOAT Center,99913922
9715,PHC Kotshamir,99901412
9716,PHC Kotshamir de-addiction,99904690
9717,PHC Kotshamir Dental Department,99908849
9718,PHC Kotshamir Emergency,99902454
9719,PHC Kotshamir EPI Wing,99907814
9720,PHC Kotshamir Eye Department,99907106
9721,PHC Kotshamir Eye OT,99904233
9722,PHC Kotshamir Female Ward,99908671
9723,PHC Kotshamir General OT,99907436
9724,PHC Kotshamir ICTC,99904551
9725,PHC Kotshamir Lab Department,99906369
9726,PHC Kotshamir Labor Room,99905427
9727,PHC Kotshamir Male Ward,99903371
9728,PHC Kotshamir OOAT Center,99913788
9729,PHC Kotshamir OPD,99902664
9730,PHC Kotshamir PP Unit,99908355
9731,PHC Kotshamir Sub Centre,99902874
9732,PHC Kotshamir Ultrasound,99906715
9733,PHC Kotshamir Ward,99902244
9734,PHC Kotshamir x-ray Department,99905161
9735,PHC Kularian de-addiction,99904704
9736,PHC Kularian Dental Department,99905994
9737,PHC Kularian Emergency,99902471
9738,PHC Kularian EPI Wing,99907828
9739,PHC Kularian Eye Department,99907120
9740,PHC Kularian Eye OT,99904247
9741,PHC Kularian Female Ward,99908685
9742,PHC Kularian General OT,99907446
9743,PHC Kularian ICTC,99904565
9744,PHC Kularian Lab Department,99906383
9745,PHC Kularian Labor Room,99905444
9746,PHC Kularian Male Ward,99903385
9747,PHC Kularian OOAT Center,99913878
9748,PHC Kularian PP Unit,99908369
9749,PHC Kularian Sub Centre,99902891
9750,PHC Kularian Ultrasound,99906729
9751,PHC Kularian Ward,99902261
9752,PHC Kularian x-ray Department,99905196
9753,PHC Kum Kalan,99901468
9754,PHC Kum Kalan de-addiction,99904744
9755,PHC Kum Kalan Dental Department,99906034
9756,PHC Kum Kalan Emergency,99902510
9757,PHC Kum Kalan EPI Wing,99907868
9758,PHC Kum Kalan Eye Department,99907160
9759,PHC Kum Kalan Eye OT,99904287
9760,PHC Kum Kalan Female Ward,99908725
9761,PHC Kum Kalan General OT,99907486
9762,PHC Kum Kalan ICTC,99903848
9763,PHC Kum Kalan Lab Department,99906397
9764,PHC Kum Kalan Labor Room,99905459
9765,PHC Kum Kalan Male Ward,99903425
9766,PHC Kum Kalan OPD,99902720
9767,PHC Kum Kalan PP Unit,99908402
9768,PHC Kum Kalan Sub Centre,99902930
9769,PHC Kum Kalan Ultrasound,99903800
9770,PHC Kum Kalan Ward,99902300
9771,PHC Kum Kalan x-ray Department,99906812
9772,PHC Kundal,99912409
9773,PHC Kundal OOAT Center,99913808
9774,PHC Kup Kalan OOAT Center,99914070
9775,PHC Ladhuka,99912751
9776,PHC Ladowal de-addiction,99904731
9777,PHC Ladowal Dental Department,99906021
9778,PHC Ladowal Emergency,99902511
9779,PHC Ladowal EPI Wing,99907855
9780,PHC Ladowal Eye Department,99907147
9781,PHC Ladowal Eye OT,99904274
9782,PHC Ladowal Female Ward,99908712
9783,PHC Ladowal General OT,99907473
9784,PHC Ladowal ICTC,99903835
9785,PHC Ladowal Lab Department,99906384
9786,PHC Ladowal Labor Room,99905982
9787,PHC Ladowal Male Ward,99903412
9788,PHC Ladowal OOAT Center,99913938
9789,PHC Ladowal PP Unit,99908389
9790,PHC Ladowal Sub Centre,99902931
9791,PHC Ladowal Ward,99902301
9792,PHC Ladowal x-ray Department,99905223
9793,PHC Ladpur de-addiction,99904810
9794,PHC Ladpur Dental Department,99905555
9795,PHC Ladpur Emergency,99902498
9796,PHC Ladpur EPI Wing,99907934
9797,PHC Ladpur Eye Department,99907981
9798,PHC Ladpur Eye OT,99903634
9799,PHC Ladpur Female Ward,99908791
9800,PHC Ladpur General OT,99908816
9801,PHC Ladpur ICTC,99904637
9802,PHC Ladpur Lab Department,99906420
9803,PHC Ladpur Labor Room,99905530
9804,PHC Ladpur Male Ward,99903491
9805,PHC Ladpur OOAT Center,99913803
9806,PHC Ladpur OPD,99902708
9807,PHC Ladpur PP Unit,99903035
9808,PHC Ladpur Sub Centre,99902918
9809,PHC Ladpur Ultrasound,99906854
9810,PHC Ladpur Ward,99902288
9811,PHC Ladpur x-ray Department,99905266
9812,PHC Laduka Mandi de-addiction,99904804
9813,PHC Laduka Mandi Dental Department,99905549
9814,PHC Laduka Mandi Emergency,99902417
9815,PHC Laduka Mandi EPI Wing,99907928
9816,PHC Laduka Mandi Eye Department,99907975
9817,PHC Laduka Mandi Eye OT,99903628
9818,PHC Laduka Mandi Female Ward,99908785
9819,PHC Laduka Mandi General OT,99908810
9820,PHC Laduka Mandi ICTC,99904631
9821,PHC Laduka Mandi Lab Department,99906795
9822,PHC Laduka Mandi Labor Room,99905524
9823,PHC Laduka Mandi Male Ward,99903485
9824,PHC Laduka Mandi OOAT Center,99913815
9825,PHC Laduka Mandi PP Unit,99903029
9826,PHC Laduka Mandi Sub Centre,99902837
9827,PHC Laduka Mandi Ultrasound,99906848
9828,PHC Laduka Mandi Ward,99902207
9829,PHC Laduka Mandi x-ray Department,99905260
9830,PHC Lakho Ke Behram de-addiction,99903878
9831,PHC Lakho Ke Behram Dental Department,99905886
9832,PHC Lakho Ke Behram Emergency,99902402
9833,PHC Lakho Ke Behram EPI Wing,99907767
9834,PHC Lakho Ke Behram Eye Department,99906934
9835,PHC Lakho Ke Behram Eye OT,99904186
9836,PHC Lakho Ke Behram Female Ward,99908624
9837,PHC Lakho Ke Behram General OT,99907389
9838,PHC Lakho Ke Behram ICTC,99904504
9839,PHC Lakho Ke Behram Lab Department,99906322
9840,PHC Lakho Ke Behram Labor Room,99905381
9841,PHC Lakho Ke Behram Male Ward,99903325
9842,PHC Lakho Ke Behram OOAT Center,99913819
9843,PHC Lakho Ke Behram PP Unit,99908306
9844,PHC Lakho Ke Behram Sub Centre,99902822
9845,PHC Lakho Ke Behram Ultrasound,99906669
9846,PHC Lakho Ke Behram Ward,99902192
9847,PHC Lakho Ke Behram x-ray Department,99905121
9848,PHC Lallae OOAT Center,99913820
9849,PHC Landran de-addiction,99904733
9850,PHC Landran Dental Department,99906023
9851,PHC Landran Emergency,99902517
9852,PHC Landran EPI Wing,99907857
9853,PHC Landran Eye Department,99907149
9854,PHC Landran Eye OT,99904276
9855,PHC Landran Female Ward,99908714
9856,PHC Landran General OT,99907475
9857,PHC Landran ICTC,99903837
9858,PHC Landran Lab Department,99906386
9859,PHC Landran Labor Room,99905984
9860,PHC Landran Male Ward,99903414
9861,PHC Landran PP Unit,99908391
9862,PHC Landran Sub Centre,99902937
9863,PHC Landran Ultrasound,99903789
9864,PHC Landran Ward,99902307
9865,PHC Landran x-ray Department,99906801
9866,PHC Latala,99910251
9867,PHC Lehra Mohabbat OOAT Center,99913793
9868,PHC Madhopur Kpt,99910355
9869,PHC Mahel Kalan,99901408
9870,PHC Mahel Kalan de-addiction,99904687
9871,PHC Mahel Kalan Dental Department,99905956
9872,PHC Mahel Kalan Emergency,99902450
9873,PHC Mahel Kalan EPI Wing,99907811
9874,PHC Mahel Kalan Eye Department,99907103
9875,PHC Mahel Kalan Eye OT,99904230
9876,PHC Mahel Kalan Female Ward,99908668
9877,PHC Mahel Kalan General OT,99907433
9878,PHC Mahel Kalan ICTC,99904548
9879,PHC Mahel Kalan Lab Department,99906366
9880,PHC Mahel Kalan Labor Room,99905424
9881,PHC Mahel Kalan Male Ward,99903368
9882,PHC Mahel Kalan OPD,99902660
9883,PHC Mahel Kalan PP Unit,99908352
9884,PHC Mahel Kalan Sub Centre,99902870
9885,PHC Mahel Kalan Ultrasound,99906712
9886,PHC Mahel Kalan Ward,99902240
9887,PHC Mahel Kalan x-ray Department,99905158
9888,PHC Mahuana OOAT Center,99913862
9889,PHC Maiser Khana,99901410
9890,PHC Maiser Khana de-addiction,99904688
9891,PHC Maiser Khana Dental Department,99905957
9892,PHC Maiser Khana Emergency,99902452
9893,PHC Maiser Khana EPI Wing,99907812
9894,PHC Maiser Khana Eye Department,99907104
9895,PHC Maiser Khana Eye OT,99904231
9896,PHC Maiser Khana Female Ward,99908669
9897,PHC Maiser Khana General OT,99907434
9898,PHC Maiser Khana ICTC,99904549
9899,PHC Maiser Khana Lab Department,99906367
9900,PHC Maiser Khana Labor Room,99905425
9901,PHC Maiser Khana Male Ward,99903369
9902,PHC Maiser Khana OOAT Center,99913787
9903,PHC Maiser Khana OPD,99902662
9904,PHC Maiser Khana PP Unit,99908353
9905,PHC Maiser Khana Sub Centre,99902872
9906,PHC Maiser Khana Ultrasound,99906713
9907,PHC Maiser Khana Ward,99902242
9908,PHC Maiser Khana x-ray Department,99905159
9909,PHC Majat OOAT Center,99913851
9910,PHC Malan,99901446
9911,PHC Malan de-addiction,99904711
9912,PHC Malan Dental Department,99906001
9913,PHC Malan Emergency,99902488
9914,PHC Malan EPI Wing,99907835
9915,PHC Malan Eye Department,99907127
9916,PHC Malan Eye OT,99904254
9917,PHC Malan Female Ward,99908692
9918,PHC Malan General OT,99907453
9919,PHC Malan ICTC,99904572
9920,PHC Malan Lab Department,99905605
9921,PHC Malan Labor Room,99905451
9922,PHC Malan Male Ward,99903392
9923,PHC Malan OPD,99902698
9924,PHC Malan PP Unit,99908376
9925,PHC Malan Sub Centre,99902908
9926,PHC Malan Ultrasound,99906736
9927,PHC Malan Wala de-addiction,99903889
9928,PHC Malan Wala Dental Department,99905897
9929,PHC Malan Wala Emergency,99902412
9930,PHC Malan Wala EPI Wing,99907778
9931,PHC Malan Wala Eye Department,99906945
9932,PHC Malan Wala Eye OT,99904197
9933,PHC Malan Wala Female Ward,99908635
9934,PHC Malan Wala General OT,99907400
9935,PHC Malan Wala ICTC,99904515
9936,PHC Malan Wala Lab Department,99906333
9937,PHC Malan Wala Labor Room,99905392
9938,PHC Malan Wala Male Ward,99903336
9939,PHC Malanwala OOAT Center,99913751
9940,PHC Malan Wala PP Unit,99908317
9941,PHC Malan Wala Sub Centre,99902832
9942,PHC Malan Wala Ultrasound,99906680
9943,PHC Malan Wala Ward,99902202
9944,PHC Malan Wala x-ray Department,99905126
9945,PHC Malan Ward,99902278
9946,PHC Malan x-ray Department,99905203
9947,PHC Malian Kalan  OOAT Center,99913926
9948,PHC Mallan,99912517
9949,PHC Mallan Wala,99913408
9950,PHC Mallanwala OOAT Centre,99913411
9951,PHC Mandiala Kalan,99912389
9952,PHC Mandiala Kalan Dental,99913499
9953,PHC Mandiala Kalan Eye,99913500
9954,PHC Mandiala Kalan LAB,99913498
9955,PHC Mandiala Kalan OOAT Center,99913928
9956,PHC Mandiala Kalan OPD,99913497
9957,PHC Mandiala Ooat Centre,99912439
9958,PHC Mandi Kalan OOAT Center,99913795
9959,PHC Mandvi OOAT Center,99913913
9960,PHC Maniana OOAT Center,99913912
9961,PHC Mansoora OOAT Center,99913932
9962,PHC Manuke de-addiction,99904708
9963,PHC Manuke Dental Department,99905998
9964,PHC Manuke Emergency,99902483
9965,PHC Manuke EPI Wing,99907832
9966,PHC Manuke Eye Department,99907124
9967,PHC Manuke Eye OT,99904251
9968,PHC Manuke Female Ward,99908689
9969,PHC Manuke General OT,99907450
9970,PHC Manuke ICTC,99904569
9971,PHC Manuke Lab Department,99905602
9972,PHC Manuke Labor Room,99905448
9973,PHC Manuke Male Ward,99903389
9974,PHC Manuke OOAT Center,99913941
9975,PHC Manuke PP Unit,99908373
9976,PHC Manuke Sub Centre,99902903
9977,PHC Manuke Ultrasound,99906733
9978,PHC Manuke Ward,99902273
9979,PHC Manuke x-ray Department,99905200
9980,PHC Manvi de-addiction,99904766
9981,PHC Manvi Dental Department,99906056
9982,PHC Manvi Emergency,99902556
9983,PHC Manvi EPI Wing,99907890
9984,PHC Manvi Eye Department,99907182
9985,PHC Manvi Eye OT,99904309
9986,PHC Manvi Female Ward,99908747
9987,PHC Manvi General OT,99907508
9988,PHC Manvi ICTC,99904593
9989,PHC Manvi Lab Department,99906419
9990,PHC Manvi Labor Room,99905481
9991,PHC Manvi Male Ward,99903447
9992,PHC Manvi PP Unit,99908872
9993,PHC Manvi Sub Centre,99902976
9994,PHC Manvi Ultrasound,99903822
9995,PHC Manvi Ward,99902346
9996,PHC Manvi x-ray Department,99906581
9997,PHC Maqsoodpur OOAT Center,99913910
9998,PHC Marara OOAT Center,99913831
9999,PHC Mardan Pur de-addiction,99904752
10000,PHC Mardan Pur Dental Department,99906042
10001,PHC Mardan Pur Emergency,99902542
10002,PHC Mardan Pur EPI Wing,99907876
10003,PHC Mardan Pur Eye Department,99907168
10004,PHC Mardan Pur Eye OT,99904295
10005,PHC Mardan Pur Female Ward,99908733
10006,PHC Mardan Pur General OT,99907494
10007,PHC Mardan Pur ICTC,99903856
10008,PHC Mardan Pur Lab Department,99906405
10009,PHC Mardan Pur Labor Room,99905467
10010,PHC Mardan Pur Male Ward,99903433
10011,PHC Mardan Pur PP Unit,99908858
10012,PHC Mardan Pur Sub Centre,99902962
10013,PHC Mardan Pur Ultrasound,99903808
10014,PHC Mardan Pur Ward,99902332
10015,PHC Mardan Pur x-ray Department,99906820
10016,PHC Mari Megha,99909147
10017,PHC Mate Wal de-addiction,99908047
10018,PHC Mate Wal Dental Department,99905852
10019,PHC Mate Wal Emergency,99902357
10020,PHC Mate Wal EPI Wing,99907733
10021,PHC Mate Wal Eye Department,99906900
10022,PHC Mate Wal Eye OT,99904152
10023,PHC Mate Wal Female Ward,99908590
10024,PHC Mate Wal General OT,99907355
10025,PHC Mate Wal ICTC,99904470
10026,PHC Mate Wal Lab Department,99906288
10027,PHC Mate Wal Labor Room,99905347
10028,PHC Mate Wal Male Ward,99903291
10029,PHC Mate Wal OPD,99902567
10030,PHC Mate Wal PP Unit,99908272
10031,PHC Mate Wal Sub Centre,99902777
10032,PHC Mate Wal Ultrasound,99906635
10033,PHC Mate Wal Ward,99902147
10034,PHC Mate Wal x-ray Department,99905088
10035,PHC Mattewara,99901470
10036,PHC Mattewara de-addiction,99904732
10037,PHC Mattewara Dental Department,99906022
10038,PHC Mattewara Emergency,99902512
10039,PHC Mattewara EPI Wing,99907856
10040,PHC Mattewara Eye Department,99907148
10041,PHC Mattewara Eye OT,99904275
10042,PHC Mattewara Female Ward,99908713
10043,PHC Mattewara General OT,99907474
10044,PHC Mattewara ICTC,99903836
10045,PHC Mattewara Lab Department,99906385
10046,PHC Mattewara Labor Room,99905983
10047,PHC Mattewara Male Ward,99903413
10048,PHC Mattewara OPD,99902722
10049,PHC Mattewara PP Unit,99908390
10050,PHC Mattewara Sub Centre,99902932
10051,PHC Mattewara Ultrasound,99903788
10052,PHC Mattewara Ward,99902302
10053,PHC Mattewara x-ray Department,99906800
10054,PHC Mehatpur de-addiction,99903904
10055,PHC Mehatpur Dental Department,99905912
10056,PHC Mehatpur Emergency,99902430
10057,PHC Mehatpur EPI Wing,99907793
10058,PHC Mehatpur Eye Department,99906959
10059,PHC Mehatpur Eye OT,99904212
10060,PHC Mehatpur Female Ward,99908650
10061,PHC Mehatpur General OT,99907415
10062,PHC Mehatpur ICTC,99904530
10063,PHC Mehatpur Lab Department,99906349
10064,PHC Mehatpur Labor Room,99905407
10065,PHC Mehatpur Male Ward,99903351
10066,PHC Mehatpur OOAT Center,99913925
10067,PHC Mehatpur PP Unit,99908332
10068,PHC Mehatpur Sector,99914273
10069,PHC Mehatpur Sub Centre,99902850
10070,PHC Mehatpur Ward,99902220
10071,PHC Mehatpur x-ray Department,99905141
10072,PHC Mehdoodan de-addiction,99904729
10073,PHC Mehdoodan Dental Department,99906019
10074,PHC Mehdoodan Emergency,99902505
10075,PHC Mehdoodan EPI Wing,99907853
10076,PHC Mehdoodan Eye Department,99907145
10077,PHC Mehdoodan Eye OT,99904272
10078,PHC Mehdoodan Female Ward,99908710
10079,PHC Mehdoodan General OT,99907471
10080,PHC Mehdoodan ICTC,99903833
10081,PHC Mehdoodan Lab Department,99905623
10082,PHC Mehdoodan Labor Room,99905980
10083,PHC Mehdoodan Male Ward,99903410
10084,PHC Mehdoodan OOAT Center,99913940
10085,PHC Mehdoodan PP Unit,99907338
10086,PHC Mehdoodan Sub Centre,99902925
10087,PHC Mehdoodan Ultrasound,99903785
10088,PHC Mehdoodan Ward,99902295
10089,PHC Mehdoodan x-ray Department,99905221
10090,PHC Mehlanwali de-addiction,99903874
10091,PHC Mehlanwali Dental Department,99905882
10092,PHC Mehlanwali Emergency,99902395
10093,PHC Mehlanwali EPI Wing,99907763
10094,PHC Mehlanwali Eye Department,99906930
10095,PHC Mehlanwali Eye OT,99904182
10096,PHC Mehlanwali Female Ward,99908620
10097,PHC Mehlanwali General OT,99907385
10098,PHC Mehlanwali ICTC,99904500
10099,PHC Mehlanwali Lab Department,99906318
10100,PHC Mehlanwali Labor Room,99905377
10101,PHC Mehlanwali Male Ward,99903321
10102,PHC Mehlanwali PP Unit,99908302
10103,PHC Mehlanwali Sub Centre,99902815
10104,PHC Mehlanwali Ultrasound,99906665
10105,PHC Mehlanwali Ward,99902185
10106,PHC Mehlanwali x-ray Department,99905117
10107,Phc Mehtapur Mphc0,99909201
10108,PHC Miani de-addiction,99904803
10109,PHC Miani Dental Department,99905548
10110,PHC Miani Emergency,99902391
10111,PHC Miani EPI Wing,99907927
10112,PHC Miani Eye Department,99907974
10113,PHC Miani Eye OT,99903627
10114,PHC Miani Female Ward,99908784
10115,PHC Miani General OT,99908809
10116,PHC Miani ICTC,99904630
10117,PHC Miani Lab Department,99906794
10118,PHC Miani Labor Room,99905523
10119,PHC Miani Male Ward,99903484
10120,PHC Miani OOAT Center,99914068
10121,PHC Miani PP Unit,99903028
10122,PHC Miani Sub Centre,99902811
10123,PHC Miani Ultrasound,99906847
10124,PHC Miani Ward,99902181
10125,PHC Miani x-ray Department,99905259
10126,PHC Mohie,99909977
10127,PHC Mohi OOAT Center,99913935
10128,PHC Mudki OOAT Center,99913821
10129,PHC Mulepur OOAT Center,99913801
10130,PHC Mullan Pur de-addiction,99904727
