,Store,Store_Type,Transaction_Type,Other_Store,Drug_Name,Moving_Type,Drug_Rate,Batch No,Date,Expiry,Received Qty,Issued Qty,Balance,Issue_Type,Issue_Number,Transaction_Number,Particulars,Document_Date
1560,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,DH Malerkotla,Sofosbuvir 400mg +Velpatasvir 100mg Tab [999],Slow Moving,4368,3127072,31-03-2023 15:18,30-Apr-23,0,46,3649,Issue,,1.03E+12,Issue to Sub-Store : DH Malerkotla Transaction No. 1031230300337 Document Date : 31-Mar-2023,31-Mar-23
1561,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,DH Malerkotla,Sofosbuvir 400mg +Velpatasvir 100mg Tab [999],Slow Moving,4368,3132965,31-03-2023 15:18,30-Apr-23,0,14,3635,Issue,,1.03E+12,Issue to Sub-Store : DH Malerkotla Transaction No. 1031230300337 Document Date : 31-Mar-2023,31-Mar-23
1562,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,DH Bathinda,Sofosbuvir 400mg +Velpatasvir 100mg Tab [999],Slow Moving,4368,3132965,03-04-2023 08:01,30-Apr-23,0,30,3605,Issue,,1.03E+12,Issue to Sub-Store : DH Bathinda Transaction No. 1031230400005 Document Date : 03-Apr-2023,03-Apr-23
1563,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,DH Mukatsar,Sofosbuvir 400mg +Velpatasvir 100mg Tab [999],Slow Moving,4368,3132965,04-04-2023 20:00,30-Apr-23,0,25,3580,Issue,,1.03E+12,Issue to Sub-Store : DH Mukatsar Transaction No. 1031230400014 Document Date : 04-Apr-2023,04-Apr-23
1564,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,SDH Abohar,Sofosbuvir 400mg +Velpatasvir 100mg Tab [999],Slow Moving,4368,3127072,11-04-2023 09:49,30-Apr-23,0,5,3625,Issue,,1.03E+12,Issue to Sub-Store : SDH Abohar Transaction No. 1031230400077 Document Date : 11-Apr-2023,11-Apr-23
1565,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,DH Bathinda,Sofosbuvir 400mg +Velpatasvir 100mg Tab [999],Slow Moving,4368,3127072,20-04-2023 12:08,30-Apr-23,0,26,3645,Issue,,1.03E+12,Issue to Sub-Store : DH Bathinda Transaction No. 1031230400180 Document Date : 20-Apr-2023,20-Apr-23
1566,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,DH Bathinda,Sofosbuvir 400mg +Velpatasvir 100mg Tab [999],Slow Moving,4368,3132965,20-04-2023 12:08,30-Apr-23,0,24,3621,Issue,,1.03E+12,Issue to Sub-Store : DH Bathinda Transaction No. 1031230400180 Document Date : 20-Apr-2023,20-Apr-23
1567,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,DH Ferozepur,Sofosbuvir 400mg +Velpatasvir 100mg Tab [999],Slow Moving,4368,SVS210904,25-04-2023 12:18,31-Aug-23,0,50,4042,Issue,,1.03E+12,Issue to Sub-Store : DH Ferozepur Transaction No. 1031230400223 Document Date : 25-Apr-2023,25-Apr-23
1568,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,DH Bathinda,Sofosbuvir 400mg +Velpatasvir 100mg Tab [999],Slow Moving,4368,3132965,25-04-2023 12:19,30-Apr-23,0,50,3992,Issue,,1.03E+12,Issue to Sub-Store : DH Bathinda Transaction No. 1031230400224 Document Date : 25-Apr-2023,25-Apr-23
1569,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,DH Bathinda,Sofosbuvir 400mg +Velpatasvir 100mg Tab [999],Slow Moving,4368,SVS210904,25-04-2023 12:20,31-Aug-23,0,50,3992,Issue,,1.03E+12,Issue to Sub-Store : DH Bathinda Transaction No. 1031230400224 Document Date : 25-Apr-2023,25-Apr-23
1570,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,DH Malerkotla,Sofosbuvir 400mg +Velpatasvir 100mg Tab [999],Slow Moving,4368,SVS210904,26-04-2023 10:20,31-Aug-23,0,40,3952,Issue,,1.03E+12,Issue to Sub-Store : DH Malerkotla Transaction No. 1031230400241 Document Date : 26-Apr-2023,26-Apr-23
1571,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,DH Sangrur,Sofosbuvir 400mg +Velpatasvir 100mg Tab [999],Slow Moving,4368,SVS210904,26-04-2023 10:23,31-Aug-23,0,30,3922,Issue,,1.03E+12,Issue to Sub-Store : DH Sangrur Transaction No. 1031230400242 Document Date : 26-Apr-2023,26-Apr-23
1572,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,DH Barnala,Sofosbuvir 400mg +Velpatasvir 100mg Tab [999],Slow Moving,4368,3132965,26-04-2023 10:58,30-Apr-23,0,24,3898,Issue,,1.03E+12,Issue to Sub-Store : DH Barnala Transaction No. 1031230400244 Document Date : 26-Apr-2023,26-Apr-23
1573,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,SDH Zira,Sofosbuvir 400mg +Velpatasvir 100mg Tab [999],Slow Moving,4368,SVS210904,26-04-2023 15:18,31-Aug-23,0,24,3850,Issue,,1.03E+12,Issue to Sub-Store : SDH Zira Transaction No. 1031230400252 Document Date : 26-Apr-2023,26-Apr-23
1574,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,DH Mansa,Sofosbuvir 400mg +Velpatasvir 100mg Tab [999],Slow Moving,4368,SVS210904,28-04-2023 10:09,31-Aug-23,0,20,3830,Issue,,1.03E+12,Issue to Sub-Store : DH Mansa Transaction No. 1031230400268 Document Date : 28-Apr-2023,28-Apr-23
1575,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,DH Fazilka,Sofosbuvir 400mg +Velpatasvir 100mg Tab [999],Slow Moving,4368,SVS210904,01-05-2023 19:42,31-Aug-23,0,24,3806,Issue,,1.03E+12,Issue to Sub-Store : DH Fazilka Transaction No. 1031230500002 Document Date : 01-May-2023,01-May-23
1576,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,DH Mukatsar,Sofosbuvir 400mg +Velpatasvir 100mg Tab [999],Slow Moving,4368,SVS210904,02-05-2023 10:05,31-Aug-23,0,48,3758,Issue,,1.03E+12,Issue to Sub-Store : DH Mukatsar Transaction No. 1031230500006 Document Date : 02-May-2023,02-May-23
1577,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,SDH Abohar,Sofosbuvir 400mg +Velpatasvir 100mg Tab [999],Slow Moving,4368,SVS210904,03-05-2023 09:51,31-Aug-23,0,24,3734,Issue,,1.03E+12,Issue to Sub-Store : SDH Abohar Transaction No. 1031230500016 Document Date : 03-May-2023,03-May-23
1578,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,DH Moga,Sofosbuvir 400mg +Velpatasvir 100mg Tab [999],Slow Moving,4368,SVS210904,03-05-2023 10:25,31-Aug-23,0,24,3710,Issue,,1.03E+12,Issue to Sub-Store : DH Moga Transaction No. 1031230500021 Document Date : 03-May-2023,03-May-23
1579,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,DH Sangrur,Sofosbuvir 400mg +Velpatasvir 100mg Tab [999],Slow Moving,4368,SVS210904,04-05-2023 09:09,31-Aug-23,0,24,3686,Issue,,1.03E+12,Issue to Sub-Store : DH Sangrur Transaction No. 1031230500031 Document Date : 04-May-2023,04-May-23
1580,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,SDH Tappa,Sofosbuvir 400mg +Velpatasvir 100mg Tab [999],Slow Moving,4368,SVS210904,04-05-2023 10:22,31-Aug-23,0,15,3671,Issue,,1.03E+12,Issue to Sub-Store : SDH Tappa Transaction No. 1031230500034 Document Date : 04-May-2023,04-May-23
1581,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,DH Bathinda,Sofosbuvir 400mg +Velpatasvir 100mg Tab [999],Slow Moving,4368,SVS210904,04-05-2023 10:23,31-Aug-23,0,24,3647,Issue,,1.03E+12,Issue to Sub-Store : DH Bathinda Transaction No. 1031230500035 Document Date : 04-May-2023,04-May-23
1582,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,DH Faridkot,Sofosbuvir 400mg +Velpatasvir 100mg Tab [999],Slow Moving,4368,SVS210904,04-05-2023 10:46,31-Aug-23,0,15,3632,Issue,,1.03E+12,Issue to Sub-Store : DH Faridkot Transaction No. 1031230500038 Document Date : 04-May-2023,04-May-23
1583,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,DH Bathinda,Sofosbuvir 400mg +Velpatasvir 100mg Tab [999],Slow Moving,4368,SVS210904,08-05-2023 10:02,31-Aug-23,0,35,3741,Issue,,1.03E+12,Issue to Sub-Store : DH Bathinda Transaction No. 1031230500077 Document Date : 08-May-2023,08-May-23
1584,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,DH Bathinda,Sofosbuvir 400mg +Velpatasvir 100mg Tab [999],Slow Moving,4368,SVS210905,05-06-2023 09:34,31-Aug-23,0,20,1439,Issue,,1.03E+12,Issue to Sub-Store : DH Bathinda Transaction No. 1031230600025 Document Date : 05-Jun-2023,05-Jun-23
1585,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,CS Fazilka,Sofosbuvir 400mg +Velpatasvir 100mg Tab [999],Slow Moving,4368,SVS210905,07-06-2023 10:04,31-Aug-23,0,22,1437,Issue,,1.03E+12,Issue to Sub-Store : CS Fazilka Transaction No. 1031230600057 Document Date : 07-Jun-2023,07-Jun-23
1586,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,CS Sangrur,Sofosbuvir 400mg +Velpatasvir 100mg Tab [999],Slow Moving,4368,SVS210905,07-06-2023 10:24,31-Aug-23,0,15,1422,Issue,,1.03E+12,Issue to Sub-Store : CS Sangrur Transaction No. 1031230600060 Document Date : 07-Jun-2023,07-Jun-23
1587,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,DH Bathinda,Sofosbuvir 400mg +Velpatasvir 100mg Tab [999],Slow Moving,4368,SVS210905,08-06-2023 10:14,31-Aug-23,0,40,1382,Issue,,1.03E+12,Issue to Sub-Store : DH Bathinda Transaction No. 1031230600079 Document Date : 08-Jun-2023,08-Jun-23
1588,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,CS Ferozpur,Sofosbuvir 400mg +Velpatasvir 100mg Tab [999],Slow Moving,4368,SVS210905,08-06-2023 10:39,31-Aug-23,0,10,1372,Issue,,1.03E+12,Issue to Sub-Store : CS Ferozpur Transaction No. 1031230600081 Document Date : 08-Jun-2023,08-Jun-23
1589,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,DH Malerkotla,Sofosbuvir 400mg +Velpatasvir 100mg Tab [999],Slow Moving,4368,SVS210905,13-06-2023 10:15,31-Aug-23,0,22,1324,Issue,,1.03E+12,Issue to Sub-Store : DH Malerkotla Transaction No. 1031230600123 Document Date : 13-Jun-2023,13-Jun-23
1590,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,CS Ferozpur,Sofosbuvir 400mg +Velpatasvir 100mg Tab [999],Slow Moving,4368,SVS210905,19-06-2023 11:06,31-Aug-23,0,10,1307,Issue,,1.03E+12,Issue to Sub-Store : CS Ferozpur Transaction No. 1031230600200 Document Date : 19-Jun-2023,19-Jun-23
1591,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,CHC Kauhrian,Sterile Scalp Vein Set Size- 20 [999999],Slow Moving,3.7,L-01621,07-02-2023 05:44,28-Feb-27,0,100,1198,Issue,,1.03E+12,Issue to Sub-Store : CHC Kauhrian Transaction No. 1031230200079 Document Date : 07-Feb-2023,07-Feb-23
1592,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,Homi Bhabha Cancer Institute Sangrur,Sterile Scalp Vein Set Size- 20 [999999],Slow Moving,3.7,L-01621,07-02-2023 09:27,28-Feb-27,0,1198,0,Issue,,1.03E+12,Issue to Sub-Store : Homi Bhabha Cancer Institute Sangrur Transaction No. 1031230200087 Document Date : 07-Feb-2023,07-Feb-23
1593,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,CHC Sherpur,Sterile Scalp Vein Set Size- 20 [999999],Slow Moving,3.7,L-01621,13-03-2023 15:31,28-Feb-27,0,180,0,Issue,,1.03E+12,Issue to Sub-Store : CHC Sherpur Transaction No. 1031230300144 Document Date : 13-Mar-2023,13-Mar-23
1594,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,Central Jail Faridkot,Sterile Scalp Vein Set Size- 22 [999999999],Slow Moving,3.7,L-01621,05-01-2023 06:00,28-Feb-27,0,200,3449,Issue,,1.03E+12,Issue to Sub-Store : Central Jail Faridkot Transaction No. 1031230100077 Document Date : 05-Jan-2023,05-Jan-23
1595,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,DH Mansa,Sterile Scalp Vein Set Size- 22 [999999999],Slow Moving,3.7,L-01621,10-01-2023 09:19,28-Feb-27,0,500,2949,Issue,,1.03E+12,Issue to Sub-Store : DH Mansa Transaction No. 1031230100140 Document Date : 10-Jan-2023,10-Jan-23
1596,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,CHC Bhawanigarh,Sterile Scalp Vein Set Size- 22 [999999999],Slow Moving,3.7,L-01621,31-01-2023 08:03,28-Feb-27,0,500,2449,Issue,,1.03E+12,Issue to Sub-Store : CHC Bhawanigarh Transaction No. 1031230100408 Document Date : 31-Jan-2023,31-Jan-23
1597,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,Homi Bhabha Cancer Institute Sangrur,Sterile Scalp Vein Set Size- 22 [999999999],Slow Moving,3.7,L-01621,07-02-2023 09:27,28-Feb-27,0,2000,449,Issue,,1.03E+12,Issue to Sub-Store : Homi Bhabha Cancer Institute Sangrur Transaction No. 1031230200087 Document Date : 07-Feb-2023,07-Feb-23
1598,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,CHC Daroli Bhai,Sterile Scalp Vein Set Size- 22 [999999999],Slow Moving,3.7,L-01621,10-02-2023 05:40,28-Feb-27,0,100,349,Issue,,1.03E+12,Issue to Sub-Store : CHC Daroli Bhai Transaction No. 1031230200145 Document Date : 10-Feb-2023,10-Feb-23
1599,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,District Jail Barnala,Sterile Scalp Vein Set Size- 22 [999999999],Slow Moving,3.7,L-01621,15-02-2023 20:08,28-Feb-27,0,50,299,Issue,,1.03E+12,Issue to Sub-Store : District Jail Barnala Transaction No. 1031230200221 Document Date : 15-Feb-2023,15-Feb-23
1600,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,CHC Baja Khana,Sterile Scalp Vein Set Size- 22 [999999999],Slow Moving,3.7,L-01621,24-02-2023 05:33,28-Feb-27,0,299,0,Issue,,1.03E+12,Issue to Sub-Store : CHC Baja Khana Transaction No. 1031230200355 Document Date : 24-Feb-2023,24-Feb-23
1601,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,DH Mansa,Sterile Scalp Vein Set Size- 24 [999],Slow Moving,3.7,L-01621,10-01-2023 09:19,28-Feb-27,0,1000,2417,Issue,,1.03E+12,Issue to Sub-Store : DH Mansa Transaction No. 1031230100140 Document Date : 10-Jan-2023,10-Jan-23
1602,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,DH Fazilka,Sterile Scalp Vein Set Size- 24 [999],Slow Moving,3.7,L-01621,31-01-2023 07:50,28-Feb-27,0,200,2217,Issue,,1.03E+12,Issue to Sub-Store : DH Fazilka Transaction No. 1031230100406 Document Date : 31-Jan-2023,31-Jan-23
1603,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,District Jail Barnala,Sterile Scalp Vein Set Size- 24 [999],Slow Moving,3.7,L-01621,15-02-2023 20:08,28-Feb-27,0,50,2167,Issue,,1.03E+12,Issue to Sub-Store : District Jail Barnala Transaction No. 1031230200221 Document Date : 15-Feb-2023,15-Feb-23
1604,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,SDH Dhuri,Sterile Scalp Vein Set Size- 24 [999],Slow Moving,3.7,L-01621,17-02-2023 05:28,28-Feb-27,0,400,1767,Issue,,1.03E+12,Issue to Sub-Store : SDH Dhuri Transaction No. 1031230200239 Document Date : 17-Feb-2023,17-Feb-23
1605,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,DH Mansa,Sterile Scalp Vein Set Size- 24 [999],Slow Moving,3.7,L-01621,03-03-2023 14:26,28-Feb-27,0,500,1267,Issue,,1.03E+12,Issue to Sub-Store : DH Mansa Transaction No. 1031230300044 Document Date : 03-Mar-2023,03-Mar-23
1606,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,CHC Khui Khera,Sterile Scalp Vein Set Size- 24 [999],Slow Moving,3.7,L-01621,06-03-2023 16:31,28-Feb-27,0,200,1067,Issue,,1.03E+12,Issue to Sub-Store : CHC Khui Khera Transaction No. 1031230300065 Document Date : 06-Mar-2023,06-Mar-23
1607,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,Homi Bhabha Cancer Institute Sangrur,Sterile Scalp Vein Set Size- 24 [999],Slow Moving,3.7,L-01621,17-03-2023 09:14,28-Feb-27,0,1067,0,Issue,,1.03E+12,Issue to Sub-Store : Homi Bhabha Cancer Institute Sangrur Transaction No. 1031230300201 Document Date : 17-Mar-2023,17-Mar-23
1608,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,DH Ferozepur,Tenofovir 300mg Tab [999],Slow Moving,1,T-94003,03-01-2023 05:22,31-Aug-24,0,50,4327,Issue,,1.03E+12,Issue to Sub-Store : DH Ferozepur Transaction No. 1031230100020 Document Date : 03-Jan-2023,03-Jan-23
1609,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,MC Faridkot,Tenofovir 300mg Tab [999],Slow Moving,1,T-94003,03-01-2023 09:36,31-Aug-24,0,70,4257,Issue,,1.03E+12,Issue to Sub-Store : MC Faridkot Transaction No. 1031230100027 Document Date : 03-Jan-2023,03-Jan-23
1610,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,SDH Abohar,Tenofovir 300mg Tab [999],Slow Moving,1,T-94003,06-01-2023 09:54,31-Aug-24,0,10,4247,Issue,,1.03E+12,Issue to Sub-Store : SDH Abohar Transaction No. 1031230100099 Document Date : 06-Jan-2023,06-Jan-23
1611,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,DH Mansa,Tenofovir 300mg Tab [999],Slow Moving,1,T-94003,10-01-2023 09:19,31-Aug-24,0,100,4147,Issue,,1.03E+12,Issue to Sub-Store : DH Mansa Transaction No. 1031230100140 Document Date : 10-Jan-2023,10-Jan-23
1612,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,DH Barnala,Tenofovir 300mg Tab [999],Slow Moving,1,T-94003,26-01-2023 12:33,31-Aug-24,0,100,4047,Issue,,1.03E+12,Issue to Sub-Store : DH Barnala Transaction No. 1031230100375 Document Date : 26-Jan-2023,26-Jan-23
1613,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,DH Mukatsar,Tenofovir 300mg Tab [999],Slow Moving,1,T-94003,02-02-2023 10:55,31-Aug-24,0,29,4018,Issue,,1.03E+12,Issue to Sub-Store : DH Mukatsar Transaction No. 1031230200031 Document Date : 02-Feb-2023,02-Feb-23
1614,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,DH Bathinda,Tenofovir 300mg Tab [999],Slow Moving,1,T-94003,06-02-2023 10:16,31-Aug-24,0,20,3998,Issue,,1.03E+12,Issue to Sub-Store : DH Bathinda Transaction No. 1031230200078 Document Date : 06-Feb-2023,06-Feb-23
1615,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,DH Fazilka,Tenofovir 300mg Tab [999],Slow Moving,1,T-94004,27-02-2023 14:47,31-Oct-24,0,30,5134,Issue,,1.03E+12,Issue to Sub-Store : DH Fazilka Transaction No. 1031230200389 Document Date : 27-Feb-2023,27-Feb-23
1616,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,DH Bathinda,Tenofovir 300mg Tab [999],Slow Moving,1,T-94004,28-02-2023 11:16,31-Oct-24,0,50,5084,Issue,,1.03E+12,Issue to Sub-Store : DH Bathinda Transaction No. 1031230200410 Document Date : 28-Feb-2023,28-Feb-23
1617,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,DH Sangrur,Tenofovir 300mg Tab [999],Slow Moving,1,T-94004,03-03-2023 05:10,31-Oct-24,0,400,4684,Issue,,1.03E+12,Issue to Sub-Store : DH Sangrur Transaction No. 1031230300034 Document Date : 03-Mar-2023,03-Mar-23
1618,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,DH Malerkotla,Tenofovir 300mg Tab [999],Slow Moving,1,T-94004,03-03-2023 11:35,31-Oct-24,0,40,4644,Issue,,1.03E+12,Issue to Sub-Store : DH Malerkotla Transaction No. 1031230300042 Document Date : 03-Mar-2023,03-Mar-23
1619,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,DH Faridkot,Tenofovir 300mg Tab [999],Slow Moving,1,T-94004,10-03-2023 11:28,31-Oct-24,0,20,4624,Issue,,1.03E+12,Issue to Sub-Store : DH Faridkot Transaction No. 1031230300102 Document Date : 10-Mar-2023,10-Mar-23
1620,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,SDH Tappa,Tenofovir 300mg Tab [999],Slow Moving,1,T-94004,21-03-2023 11:26,31-Oct-24,0,50,4574,Issue,,1.03E+12,Issue to Sub-Store : SDH Tappa Transaction No. 1031230300250 Document Date : 21-Mar-2023,21-Mar-23
1621,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,SDH Sardulgarh,Tenofovir 300mg Tab [999],Slow Moving,1,T-94004,27-03-2023 16:03,31-Oct-24,0,10,4564,Issue,,1.03E+12,Issue to Sub-Store : SDH Sardulgarh Transaction No. 1031230300304 Document Date : 27-Mar-2023,27-Mar-23
1622,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,DH Mukatsar,Tenofovir 300mg Tab [999],Slow Moving,1,T-94004,28-03-2023 15:23,31-Oct-24,0,60,4504,Issue,,1.03E+12,Issue to Sub-Store : DH Mukatsar Transaction No. 1031230300309 Document Date : 28-Mar-2023,28-Mar-23
1623,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,DH Malerkotla,Tenofovir 300mg Tab [999],Slow Moving,1,T-94004,31-03-2023 15:18,31-Oct-24,0,30,4474,Issue,,1.03E+12,Issue to Sub-Store : DH Malerkotla Transaction No. 1031230300337 Document Date : 31-Mar-2023,31-Mar-23
1624,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,DH Bathinda,Tenofovir 300mg Tab [999],Slow Moving,1,T-94004,03-04-2023 08:01,31-Oct-24,0,30,4444,Issue,,1.03E+12,Issue to Sub-Store : DH Bathinda Transaction No. 1031230400005 Document Date : 03-Apr-2023,03-Apr-23
1625,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,SDH Zira,Tenofovir 300mg Tab [999],Slow Moving,1,T-94004,03-04-2023 12:32,31-Oct-24,0,100,4344,Issue,,1.03E+12,Issue to Sub-Store : SDH Zira Transaction No. 1031230400013 Document Date : 03-Apr-2023,03-Apr-23
1626,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,DH Mukatsar,Tenofovir 300mg Tab [999],Slow Moving,1,T-94004,04-04-2023 20:00,31-Oct-24,0,60,4284,Issue,,1.03E+12,Issue to Sub-Store : DH Mukatsar Transaction No. 1031230400014 Document Date : 04-Apr-2023,04-Apr-23
1627,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,DH Ferozepur,Tenofovir 300mg Tab [999],Slow Moving,1,T-94004,10-04-2023 16:02,31-Oct-24,0,100,4234,Issue,,1.03E+12,Issue to Sub-Store : DH Ferozepur Transaction No. 1031230400064 Document Date : 10-Apr-2023,10-Apr-23
1628,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,DH Moga,Tenofovir 300mg Tab [999],Slow Moving,1,T-94004,11-04-2023 11:56,31-Oct-24,0,20,4214,Issue,,1.03E+12,Issue to Sub-Store : DH Moga Transaction No. 1031230400079 Document Date : 11-Apr-2023,11-Apr-23
1629,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,DH Mansa,Tenofovir 300mg Tab [999],Slow Moving,1,T-94004,12-04-2023 11:59,31-Oct-24,0,100,4114,Issue,,1.03E+12,Issue to Sub-Store : DH Mansa Transaction No. 1031230400097 Document Date : 12-Apr-2023,12-Apr-23
1630,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,DH Barnala,Tenofovir 300mg Tab [999],Slow Moving,1,T-94004,26-04-2023 10:58,31-Oct-24,0,20,4094,Issue,,1.03E+12,Issue to Sub-Store : DH Barnala Transaction No. 1031230400244 Document Date : 26-Apr-2023,26-Apr-23
1631,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,SDH Sardulgarh,Tenofovir 300mg Tab [999],Slow Moving,1,T-94004,01-05-2023 13:06,31-Oct-24,0,20,4074,Issue,,1.03E+12,Issue to Sub-Store : SDH Sardulgarh Transaction No. 1031230500001 Document Date : 01-May-2023,01-May-23
1632,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,DH Fazilka,Tenofovir 300mg Tab [999],Slow Moving,1,T-94004,01-05-2023 19:42,31-Oct-24,0,30,4044,Issue,,1.03E+12,Issue to Sub-Store : DH Fazilka Transaction No. 1031230500002 Document Date : 01-May-2023,01-May-23
1633,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,DH Bathinda,Tenofovir 300mg Tab [999],Slow Moving,1,T-94004,02-05-2023 10:27,31-Oct-24,0,20,4024,Issue,,1.03E+12,Issue to Sub-Store : DH Bathinda Transaction No. 1031230500008 Document Date : 02-May-2023,02-May-23
1634,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,DH Mukatsar,Tenofovir 300mg Tab [999],Slow Moving,1,T-94004,05-05-2023 12:43,31-Oct-24,0,10,4014,Issue,,1.03E+12,Issue to Sub-Store : DH Mukatsar Transaction No. 1031230500067 Document Date : 05-May-2023,05-May-23
1635,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,DH Bathinda,Tenofovir 300mg Tab [999],Slow Moving,1,T-94004,08-05-2023 10:02,31-Oct-24,0,16,3998,Issue,,1.03E+12,Issue to Sub-Store : DH Bathinda Transaction No. 1031230500077 Document Date : 08-May-2023,08-May-23
1636,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,DH Muktsar,Tenofovir 300mg Tab [999],Slow Moving,1,T-94003,19-05-2023 08:35,31-Aug-24,0,10,4016,Issue,,1.03E+12,Issue to Sub-Store : DH Muktsar Transaction No. 1031230500266 Document Date : 19-May-2023,19-May-23
1637,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,DH Faridkot,Tenofovir 300mg Tab [999],Slow Moving,1,T-94003,24-05-2023 11:09,31-Aug-24,0,18,0,Issue,,1.03E+12,Issue to Sub-Store : DH Faridkot Transaction No. 1031230500291 Document Date : 24-May-2023,24-May-23
